4,Thursday,10AM,9PM,18MFF-0011,1122750,10:00,21:00,37.77590817,-122.3900586
2,Tuesday,10AM,9PM,18MFF-0011,1122750,10:00,21:00,37.77590817,-122.3900586
2,Tuesday,10AM,3PM,18MFF-0007,1095675,10:00,15:00,37.79881157,-122.3996647
4,Thursday,10AM,3PM,18MFF-0007,1095675,10:00,15:00,37.79881157,-122.3996647
4,Thursday,6AM,8PM,18MFF-0013,1123284,6:00,20:00,37.79348664,-122.3982172
2,Tuesday,6AM,8PM,18MFF-0013,1123284,6:00,20:00,37.79348664,-122.3982172
4,Thursday,6AM,5PM,18MFF-0014,1123286,6:00,17:00,37.79348664,-122.3982172
5,Friday,6AM,5PM,18MFF-0014,1123286,6:00,17:00,37.79348664,-122.3982172
1,Monday,6AM,5PM,18MFF-0014,1123286,6:00,17:00,37.79348664,-122.3982172
3,Wednesday,6AM,5PM,18MFF-0014,1123286,6:00,17:00,37.79348664,-122.3982172
2,Tuesday,6AM,5PM,18MFF-0014,1123286,6:00,17:00,37.79348664,-122.3982172
5,Friday,2PM,10PM,18MFF-0015,1133510,14:00,22:00,37.76801099,-122.4222561
6,Saturday,2PM,10PM,18MFF-0015,1133510,14:00,22:00,37.76801099,-122.4222561
4,Thursday,2PM,10PM,18MFF-0015,1133510,14:00,22:00,37.76801099,-122.4222561
5,Friday,9AM,5PM,18MFF-0016,1140166,9:00,17:00,37.75006409,-122.3904646
0,Sunday,10AM,6PM,18MFF-0017,1140226,10:00,18:00,37.75101384,-122.4111789
2,Tuesday,7AM,6PM,18MFF-0017,1140225,7:00,18:00,37.77554802,-122.4185734
3,Wednesday,9AM,5PM,18MFF-0016,1140166,9:00,17:00,37.75006409,-122.3904646
3,Wednesday,7AM,6PM,18MFF-0017,1140225,7:00,18:00,37.77554802,-122.4185734
4,Thursday,7AM,6PM,18MFF-0017,1140225,7:00,18:00,37.77554802,-122.4185734
5,Friday,9PM,12AM,18MFF-0017,1140224,21:00,24:00:00,37.77181402,-122.4139893
0,Sunday,12AM,3AM,18MFF-0017,1140224,0:00,3:00,37.77181402,-122.4139893
6,Saturday,7AM,6PM,18MFF-0017,1140225,7:00,18:00,37.77554802,-122.4185734
1,Monday,9AM,5PM,18MFF-0016,1140166,9:00,17:00,37.75006409,-122.3904646
1,Monday,7AM,6PM,18MFF-0017,1140225,7:00,18:00,37.77554802,-122.4185734
4,Thursday,9AM,5PM,18MFF-0016,1140166,9:00,17:00,37.75006409,-122.3904646
2,Tuesday,9AM,5PM,18MFF-0016,1140166,9:00,17:00,37.75006409,-122.3904646
5,Friday,7AM,6PM,18MFF-0017,1140225,7:00,18:00,37.77554802,-122.4185734
6,Saturday,12AM,3AM,18MFF-0017,1140224,0:00,3:00,37.77181402,-122.4139893
6,Saturday,9PM,12AM,18MFF-0017,1140224,21:00,24:00:00,37.77181402,-122.4139893
5,Friday,10AM,3PM,17MFF-0184,976033,10:00,15:00,37.7891219,-122.4020715
3,Wednesday,3PM,8PM,17MFF-0184,1024769,15:00,20:00,37.7877463,-122.3971315
3,Wednesday,10AM,3PM,17MFF-0184,976033,10:00,15:00,37.7891219,-122.4020715
1,Monday,10AM,3PM,17MFF-0184,976033,10:00,15:00,37.7891219,-122.4020715
1,Monday,3PM,8PM,17MFF-0184,1024769,15:00,20:00,37.7877463,-122.3971315
2,Tuesday,3PM,8PM,17MFF-0184,1024769,15:00,20:00,37.7877463,-122.3971315
1,Monday,11AM,3PM,18MFF-0019,1147369,11:00,15:00,37.79026655,-122.4006293
5,Friday,8AM,5PM,18MFF-0019,1147370,8:00,17:00,37.74097483,-122.4014594
4,Thursday,8AM,5PM,18MFF-0019,1147370,8:00,17:00,37.74097483,-122.4014594
3,Wednesday,11AM,3PM,18MFF-0019,1147369,11:00,15:00,37.79026655,-122.4006293
0,Sunday,8AM,8PM,18MFF-0019,1147371,8:00,20:00,37.73946527,-122.3824632
6,Saturday,8AM,8PM,18MFF-0019,1147371,8:00,20:00,37.73946527,-122.3824632
4,Thursday,11AM,3PM,18MFF-0019,1147369,11:00,15:00,37.79026655,-122.4006293
1,Monday,8AM,8PM,18MFF-0019,1147371,8:00,20:00,37.73946527,-122.3824632
5,Friday,8AM,8PM,18MFF-0019,1147371,8:00,20:00,37.73946527,-122.3824632
2,Tuesday,11AM,3PM,18MFF-0019,1147369,11:00,15:00,37.79026655,-122.4006293
3,Wednesday,8AM,5PM,18MFF-0019,1147370,8:00,17:00,37.74097483,-122.4014594
2,Tuesday,8AM,8PM,18MFF-0019,1147371,8:00,20:00,37.73946527,-122.3824632
4,Thursday,8AM,8PM,18MFF-0019,1147371,8:00,20:00,37.73946527,-122.3824632
5,Friday,11AM,3PM,18MFF-0019,1147369,11:00,15:00,37.79026655,-122.4006293
3,Wednesday,8AM,8PM,18MFF-0019,1147371,8:00,20:00,37.73946527,-122.3824632
1,Monday,8AM,5PM,18MFF-0019,1147370,8:00,17:00,37.74097483,-122.4014594
2,Tuesday,8AM,5PM,18MFF-0019,1147370,8:00,17:00,37.74097483,-122.4014594
0,Sunday,1PM,4PM,18MFF-0009,1102656,13:00,16:00,37.78571157,-122.4065358
1,Monday,10AM,3PM,18MFF-0009,1102661,10:00,15:00,37.78916428,-122.3984305
1,Monday,12PM,5PM,18MFF-0010,1102660,12:00,17:00,37.78156235,-122.391625
0,Sunday,11AM,2PM,18MFF-0009,1102656,11:00,14:00,37.78571157,-122.4065358
3,Wednesday,10AM,3PM,18MFF-0009,1102661,10:00,15:00,37.78916428,-122.3984305
3,Wednesday,10AM,3PM,18MFF-0009,1102656,10:00,15:00,37.78571157,-122.4065358
2,Tuesday,12PM,5PM,18MFF-0010,1102660,12:00,17:00,37.78156235,-122.391625
6,Saturday,11AM,2PM,18MFF-0009,1102656,11:00,14:00,37.78571157,-122.4065358
4,Thursday,12PM,5PM,18MFF-0010,1102660,12:00,17:00,37.78156235,-122.391625
1,Monday,10AM,3PM,18MFF-0009,1102656,10:00,15:00,37.78571157,-122.4065358
